producto_id,producto_nombre,categoria_anterior,subcategoria_anterior,categoria_nueva,subcategoria_nueva,producto_base,motivo,timestamp
26564,Shampoo Perros Eco Traper Pieles Sensibles 250 ml,Higiene Personal,Shampoo,Mascotas,Alimento Perros,shampoo_perros_eco_traper_pieles_sensibles,"Producto de higiene para perro/gato; corresponde a Mascotas, no Higiene Personal humana.",2026-06-01T20:30:03
26565,Shampoo Perro Canish 390 ml,Higiene Personal,Shampoo,Mascotas,Alimento Perros,shampoo_perro_canish_sin_marca_general,"Producto de higiene para perro/gato; corresponde a Mascotas, no Higiene Personal humana.",2026-06-01T20:30:03
26568,Shampoo Perro Adulto Traper Aloe Piel Sensible 260 cc,Higiene Personal,Shampoo,Mascotas,Alimento Perros,shampoo_perro_adulto_traper_aloe_piel,"Producto de higiene para perro/gato; corresponde a Mascotas, no Higiene Personal humana.",2026-06-01T20:30:03
26569,Shampoo Perro Traper Extra Brillo y Suavidad 260 ml,Higiene Personal,Shampoo,Mascotas,Alimento Perros,shampoo_perro_traper_extra_brillo_suavidad,"Producto de higiene para perro/gato; corresponde a Mascotas, no Higiene Personal humana.",2026-06-01T20:30:03
26571,Shampoo Perro Adulto Traper Manzanilla 260 cc,Higiene Personal,Shampoo,Mascotas,Alimento Perros,shampoo_perro_adulto_traper_manzanilla_sin,"Producto de higiene para perro/gato; corresponde a Mascotas, no Higiene Personal humana.",2026-06-01T20:30:03
26572,Shampoo Perro Cachorro Traper Neutro Cereza 260 cc,Higiene Personal,Shampoo,Mascotas,Alimento Perros,shampoo_perro_cachorro_traper_neutro_cereza,"Producto de higiene para perro/gato; corresponde a Mascotas, no Higiene Personal humana.",2026-06-01T20:30:03
26573,Shampoo Perro Sinpul Antiparasitario 300 cc,Higiene Personal,Shampoo,Mascotas,Alimento Perros,shampoo_perro_sinpul_antiparasitario_sin_marca,"Producto de higiene para perro/gato; corresponde a Mascotas, no Higiene Personal humana.",2026-06-01T20:30:03
26574,Shampoo Perro Pets & Friends Pelaje Blanco 250 cc,Higiene Personal,Shampoo,Mascotas,Alimento Perros,shampoo_perro_pets_friends_pelaje_blanco,"Producto de higiene para perro/gato; corresponde a Mascotas, no Higiene Personal humana.",2026-06-01T20:30:03
26575,Shampoo Perro Drag Pharma 360 cc,Higiene Personal,Shampoo,Mascotas,Alimento Perros,shampoo_perro_drag_pharma_sin_marca,"Producto de higiene para perro/gato; corresponde a Mascotas, no Higiene Personal humana.",2026-06-01T20:30:03
26578,Acondicionador Perro Adulto Traper Desenredante 260 cc,Higiene Personal,Shampoo,Mascotas,Alimento Perros,acondicionador_perro_adulto_traper_desenredante_sin,"Producto de higiene para perro/gato; corresponde a Mascotas, no Higiene Personal humana.",2026-06-01T20:30:03
26579,Acondicionador Perros Traper Cachorro 260 cc,Higiene Personal,Shampoo,Mascotas,Alimento Perros,acondicionador_perros_traper_cachorro_sin_marca,"Producto de higiene para perro/gato; corresponde a Mascotas, no Higiene Personal humana.",2026-06-01T20:30:03
26580,Shampoo Perro Pets & Friends 250 cc,Higiene Personal,Shampoo,Mascotas,Alimento Perros,shampoo_perro_pets_friends_sin_marca,"Producto de higiene para perro/gato; corresponde a Mascotas, no Higiene Personal humana.",2026-06-01T20:30:03
26599,Shampoo Gato Pet's Fun en Seco 100 g,Higiene Personal,Shampoo,Mascotas,Alimento Gatos,shampoo_gato_pet_s_fun_en,"Producto de higiene para perro/gato; corresponde a Mascotas, no Higiene Personal humana.",2026-06-01T20:30:03
26600,Shampoo Perro Pet's Fun en Seco 160 g,Higiene Personal,Shampoo,Mascotas,Alimento Perros,shampoo_perro_pet_s_fun_en,"Producto de higiene para perro/gato; corresponde a Mascotas, no Higiene Personal humana.",2026-06-01T20:30:03
26608,Shampoo Perro Pets & Friends Matico 320 cc,Higiene Personal,Shampoo,Mascotas,Alimento Perros,shampoo_perro_pets_friends_matico_sin,"Producto de higiene para perro/gato; corresponde a Mascotas, no Higiene Personal humana.",2026-06-01T20:30:03
26609,Shampoo Perro Pets & Friends Cobre 320 cc,Higiene Personal,Shampoo,Mascotas,Alimento Perros,shampoo_perro_pets_friends_cobre_sin,"Producto de higiene para perro/gato; corresponde a Mascotas, no Higiene Personal humana.",2026-06-01T20:30:03
26677,Shampoo Perro Pets & Friends Cachorros 250 cc,Higiene Personal,Shampoo,Mascotas,Alimento Perros,shampoo_perro_pets_friends_cachorros_sin,"Producto de higiene para perro/gato; corresponde a Mascotas, no Higiene Personal humana.",2026-06-01T20:30:03
26737,Shampoo Perro Pets & Friends Hipoalergénico 250 ml,Higiene Personal,Shampoo,Mascotas,Alimento Perros,shampoo_perro_pets_friends_hipoalergenico_sin,"Producto de higiene para perro/gato; corresponde a Mascotas, no Higiene Personal humana.",2026-06-01T20:30:03
26741,Shampoo Perro Pets & Friends Balsámico 250 ml,Higiene Personal,Shampoo,Mascotas,Alimento Perros,shampoo_perro_pets_friends_balsamico_sin,"Producto de higiene para perro/gato; corresponde a Mascotas, no Higiene Personal humana.",2026-06-01T20:30:03
